period,product_name,total_cost,avg_quarterly,avg_diff,avg_change,sale_performance
2011-Q4,Skulls Tape,46.81,50.23,-3.42,Below Avg,Increased
2010-Q4,Skulls Water Transfer Tattoos,84.97,337.54,-252.57,Below Avg,First quarter
2011-Q1,Skulls Water Transfer Tattoos,309.11,337.54,-28.43,Below Avg,Increased
2011-Q2,Skulls Water Transfer Tattoos,282.99,337.54,-54.55,Below Avg,Decreased
2011-Q3,Skulls Water Transfer Tattoos,564.75,337.54,227.21,Above Avg,Increased
2011-Q4,Skulls Water Transfer Tattoos,445.86,337.54,108.32,Above Avg,Decreased
2010-Q4,Skulls Writing Set,134.6,296.83,-162.23,Below Avg,First quarter
2011-Q1,Skulls Writing Set,280.07,296.83,-16.76,Below Avg,Increased
2011-Q2,Skulls Writing Set,247.37,296.83,-49.46,Below Avg,Decreased
2011-Q3,Skulls Writing Set,301.18,296.83,4.35,Above Avg,Increased
2011-Q4,Skulls Writing Set,520.91,296.83,224.08,Above Avg,Increased
2010-Q4,Slate Tile Natural Hanging,68.01,447.19,-379.18,Below Avg,First quarter
2011-Q1,Slate Tile Natural Hanging,471.1,447.19,23.91,Above Avg,Increased
2011-Q2,Slate Tile Natural Hanging,469,447.19,21.81,Above Avg,Decreased
2011-Q3,Slate Tile Natural Hanging,469.51,447.19,22.32,Above Avg,Increased
2011-Q4,Slate Tile Natural Hanging,758.32,447.19,311.13,Above Avg,Increased
2010-Q4,Sleeping Cat Erasers,122.37,207.07,-84.7,Below Avg,First quarter
2011-Q1,Sleeping Cat Erasers,241.62,207.07,34.55,Above Avg,Increased
2011-Q2,Sleeping Cat Erasers,163.92,207.07,-43.15,Below Avg,Decreased
2011-Q3,Sleeping Cat Erasers,207.66,207.07,0.59,Above Avg,Increased
2011-Q4,Sleeping Cat Erasers,299.76,207.07,92.69,Above Avg,Increased
2011-Q2,Small Apothecary Measuring Jar,138.9,209.68,-70.78,Below Avg,First quarter
2011-Q3,Small Apothecary Measuring Jar,318.25,209.68,108.57,Above Avg,Increased
2011-Q4,Small Apothecary Measuring Jar,171.9,209.68,-37.78,Below Avg,Decreased
2011-Q1,Small Blue Provencal Ceramic Ball,6.6,25.99,-19.39,Below Avg,First quarter
2011-Q2,Small Blue Provencal Ceramic Ball,24.75,25.99,-1.24,Below Avg,Increased
2011-Q3,Small Blue Provencal Ceramic Ball,62.7,25.99,36.72,Above Avg,Increased
2011-Q4,Small Blue Provencal Ceramic Ball,9.89,25.99,-16.1,Below Avg,Decreased
2011-Q2,Small Bonne Jam Jar T-Light Holder,209.28,248.59,-39.31,Below Avg,First quarter
2011-Q3,Small Bonne Jam Jar T-Light Holder,275.84,248.59,27.25,Above Avg,Increased
2011-Q4,Small Bonne Jam Jar T-Light Holder,260.64,248.59,12.05,Above Avg,Decreased
2010-Q4,Small Bowl,158.63,511.65,-353.02,Below Avg,First quarter
2011-Q1,Small Bowl,395.67,511.65,-115.98,Below Avg,Increased
2011-Q2,Small Bowl,806.34,511.65,294.69,Above Avg,Increased
2011-Q3,Small Bowl,644.92,511.65,133.27,Above Avg,Decreased
2011-Q4,Small Bowl,552.71,511.65,41.06,Above Avg,Decreased
2010-Q4,Small Camphor Wood Field Mushroom,24.99,43.14,-18.15,Below Avg,First quarter
2011-Q1,Small Camphor Wood Field Mushroom,41.24,43.14,-1.9,Below Avg,Increased
2011-Q2,Small Camphor Wood Field Mushroom,52.74,43.14,9.6,Above Avg,Increased
2011-Q3,Small Camphor Wood Field Mushroom,41.18,43.14,-1.96,Below Avg,Decreased
2011-Q4,Small Camphor Wood Field Mushroom,55.53,43.14,12.39,Above Avg,Increased
2011-Q2,Small Ceramic Top Storage Jar,1884.09,1370.27,513.82,Above Avg,First quarter
2011-Q3,Small Ceramic Top Storage Jar,979.05,1370.27,-391.22,Below Avg,Decreased
2011-Q4,Small Ceramic Top Storage Jar,1247.68,1370.27,-122.59,Below Avg,Increased
2010-Q4,Small Chinese Style Scissor,332.18,867.15,-534.97,Below Avg,First quarter
2011-Q1,Small Chinese Style Scissor,829.82,867.15,-37.33,Below Avg,Increased
2011-Q2,Small Chinese Style Scissor,924.92,867.15,57.77,Above Avg,Increased
2011-Q3,Small Chinese Style Scissor,1038.12,867.15,170.97,Above Avg,Increased
2011-Q4,Small Chinese Style Scissor,1210.72,867.15,343.57,Above Avg,Increased
2010-Q4,Small Chunky Glass Roman Bowl,5.91,70.59,-64.68,Below Avg,First quarter
2011-Q1,Small Chunky Glass Roman Bowl,102.38,70.59,31.79,Above Avg,Increased
2011-Q2,Small Chunky Glass Roman Bowl,103.49,70.59,32.9,Above Avg,Increased
2010-Q4,Small Folding Scissor(Pointed Edge),3.5,72.14,-68.64,Below Avg,First quarter
2011-Q1,Small Folding Scissor(Pointed Edge),23,72.14,-49.14,Below Avg,Increased
2011-Q2,Small Folding Scissor(Pointed Edge),37.45,72.14,-34.69,Below Avg,Increased
2011-Q3,Small Folding Scissor(Pointed Edge),102.48,72.14,30.34,Above Avg,Increased
2011-Q4,Small Folding Scissor(Pointed Edge),194.28,72.14,122.14,Above Avg,Increased
2010-Q4,Small Folkart Star Christmas Dec,91.14,87.62,3.52,Above Avg,First quarter
2011-Q1,Small Folkart Star Christmas Dec,13.29,87.62,-74.33,Below Avg,Decreased
2011-Q3,Small Folkart Star Christmas Dec,153.03,87.62,65.41,Above Avg,Increased
2011-Q4,Small Folkart Star Christmas Dec,93.02,87.62,5.4,Above Avg,Decreased
2010-Q4,Small Glass Heart Trinket Pot,1366.56,1905.77,-539.21,Below Avg,First quarter
2011-Q1,Small Glass Heart Trinket Pot,2229.23,1905.77,323.46,Above Avg,Increased
2011-Q2,Small Glass Heart Trinket Pot,1674.01,1905.77,-231.76,Below Avg,Decreased
2011-Q3,Small Glass Heart Trinket Pot,2240.63,1905.77,334.86,Above Avg,Increased
2011-Q4,Small Glass Heart Trinket Pot,2018.4,1905.77,112.63,Above Avg,Decreased
2010-Q4,Small Glass Sundae Dish Clear,151.98,192.88,-40.9,Below Avg,First quarter
2011-Q1,Small Glass Sundae Dish Clear,284.26,192.88,91.38,Above Avg,Increased
2011-Q2,Small Glass Sundae Dish Clear,209.35,192.88,16.47,Above Avg,Decreased
2011-Q3,Small Glass Sundae Dish Clear,257.76,192.88,64.88,Above Avg,Increased
2011-Q4,Small Glass Sundae Dish Clear,61.05,192.88,-131.83,Below Avg,Decreased
2010-Q4,Small Hammered Silver Candlepot,126.88,228.66,-101.78,Below Avg,First quarter
2011-Q1,Small Hammered Silver Candlepot,132.53,228.66,-96.13,Below Avg,Increased
2011-Q2,Small Hammered Silver Candlepot,330.18,228.66,101.52,Above Avg,Increased
2011-Q3,Small Hammered Silver Candlepot,138.21,228.66,-90.45,Below Avg,Decreased
2011-Q4,Small Hammered Silver Candlepot,415.51,228.66,186.85,Above Avg,Increased
2010-Q4,Small Heart Measuring Spoons,312.91,554.17,-241.26,Below Avg,First quarter
2011-Q1,Small Heart Measuring Spoons,742.96,554.17,188.79,Above Avg,Increased
2011-Q2,Small Heart Measuring Spoons,360.93,554.17,-193.24,Below Avg,Decreased
2011-Q3,Small Heart Measuring Spoons,391.91,554.17,-162.26,Below Avg,Increased
2011-Q4,Small Heart Measuring Spoons,962.12,554.17,407.95,Above Avg,Increased
2011-Q2,Small Ivory Heart Wall Organiser,858.6,1705.2,-846.6,Below Avg,First quarter
2011-Q3,Small Ivory Heart Wall Organiser,1448.79,1705.2,-256.41,Below Avg,Increased
2011-Q4,Small Ivory Heart Wall Organiser,2808.21,1705.2,1103.01,Above Avg,Increased
2011-Q2,Small Jewellery Stand,957.39,709.85,247.54,Above Avg,First quarter
2011-Q3,Small Jewellery Stand,1114.29,709.85,404.44,Above Avg,Increased
2011-Q4,Small Jewellery Stand,57.88,709.85,-651.97,Below Avg,Decreased
2010-Q4,Small Kitchen Flower Pots Plaque,6.95,66.3,-59.35,Below Avg,First quarter
2011-Q1,Small Kitchen Flower Pots Plaque,138.57,66.3,72.27,Above Avg,Increased
2011-Q2,Small Kitchen Flower Pots Plaque,166.29,66.3,99.99,Above Avg,Increased
2011-Q3,Small Kitchen Flower Pots Plaque,12.74,66.3,-53.56,Below Avg,Decreased
2011-Q4,Small Kitchen Flower Pots Plaque,6.95,66.3,-59.35,Below Avg,Decreased
2010-Q4,Small Medina Stamped Metal Bowl,89.13,126.5,-37.37,Below Avg,First quarter
2011-Q1,Small Medina Stamped Metal Bowl,255.9,126.5,129.4,Above Avg,Increased
2011-Q2,Small Medina Stamped Metal Bowl,58.56,126.5,-67.94,Below Avg,Decreased
2011-Q3,Small Medina Stamped Metal Bowl,135.28,126.5,8.78,Above Avg,Increased
2011-Q4,Small Medina Stamped Metal Bowl,93.63,126.5,-32.87,Below Avg,Decreased
2011-Q2,Small Parisienne Heart Photo Frame,844.03,743.92,100.11,Above Avg,First quarter
2011-Q3,Small Parisienne Heart Photo Frame,1021.99,743.92,278.07,Above Avg,Increased
2011-Q4,Small Parisienne Heart Photo Frame,365.75,743.92,-378.17,Below Avg,Decreased
2011-Q4,Small Parlour Picture Frame,569.43,569.43,0,Avg,First quarter
2010-Q4,Small Pink Bowl,369.25,673.9,-304.65,Below Avg,First quarter
2011-Q1,Small Pink Bowl,766.14,673.9,92.24,Above Avg,Increased
2011-Q2,Small Pink Bowl,987.13,673.9,313.23,Above Avg,Increased
2011-Q3,Small Pink Bowl,617.85,673.9,-56.05,Below Avg,Decreased
2011-Q4,Small Pink Bowl,629.13,673.9,-44.77,Below Avg,Increased
2010-Q4,Small Pink Glass Sundae Dish,47.04,149.27,-102.23,Below Avg,First quarter
2011-Q1,Small Pink Glass Sundae Dish,189.94,149.27,40.67,Above Avg,Increased
2011-Q2,Small Pink Glass Sundae Dish,210.84,149.27,61.57,Above Avg,Increased
2010-Q4,Small Polkadot Chocolate Gift Bag,120.5,163.93,-43.43,Below Avg,First quarter
2011-Q1,Small Polkadot Chocolate Gift Bag,125.66,163.93,-38.27,Below Avg,Increased
2011-Q2,Small Polkadot Chocolate Gift Bag,114.76,163.93,-49.17,Below Avg,Decreased
2011-Q3,Small Polkadot Chocolate Gift Bag,360.19,163.93,196.26,Above Avg,Increased
2011-Q4,Small Polkadot Chocolate Gift Bag,98.53,163.93,-65.4,Below Avg,Decreased
2010-Q4,Small Popcorn Holder,2624.25,10193.58,-7569.33,Below Avg,First quarter
2011-Q1,Small Popcorn Holder,6634.04,10193.58,-3559.54,Below Avg,Increased
2011-Q2,Small Popcorn Holder,8333.25,10193.58,-1860.33,Below Avg,Increased
2011-Q3,Small Popcorn Holder,9229.21,10193.58,-964.37,Below Avg,Increased
2011-Q4,Small Popcorn Holder,24147.17,10193.58,13953.59,Above Avg,Increased
2010-Q4,Small Purple Babushka Notebook,109.66,237.59,-127.93,Below Avg,First quarter
2011-Q1,Small Purple Babushka Notebook,229,237.59,-8.59,Below Avg,Increased
2011-Q2,Small Purple Babushka Notebook,343.03,237.59,105.44,Above Avg,Increased
2011-Q3,Small Purple Babushka Notebook,170.24,237.59,-67.35,Below Avg,Decreased
2011-Q4,Small Purple Babushka Notebook,336.03,237.59,98.44,Above Avg,Increased
2010-Q4,Small Red Babushka Notebook,127.75,270.09,-142.34,Below Avg,First quarter
2011-Q1,Small Red Babushka Notebook,212.31,270.09,-57.78,Below Avg,Increased
2011-Q2,Small Red Babushka Notebook,359.8,270.09,89.71,Above Avg,Increased
2011-Q3,Small Red Babushka Notebook,187.08,270.09,-83.01,Below Avg,Decreased
2011-Q4,Small Red Babushka Notebook,463.53,270.09,193.44,Above Avg,Increased
2010-Q4,Small Red Retrospot Mug In Box,191.25,407.32,-216.07,Below Avg,First quarter
2011-Q1,Small Red Retrospot Mug In Box,175.79,407.32,-231.53,Below Avg,Decreased
2011-Q2,Small Red Retrospot Mug In Box,260.75,407.32,-146.57,Below Avg,Increased
2011-Q3,Small Red Retrospot Mug In Box,571.07,407.32,163.75,Above Avg,Increased
2011-Q4,Small Red Retrospot Mug In Box,837.75,407.32,430.43,Above Avg,Increased
2010-Q4,Small Red Retrospot Windmill,52.58,749.64,-697.06,Below Avg,First quarter
2011-Q1,Small Red Retrospot Windmill,808.87,749.64,59.23,Above Avg,Increased
2011-Q2,Small Red Retrospot Windmill,1821.93,749.64,1072.29,Above Avg,Increased
2011-Q3,Small Red Retrospot Windmill,946.45,749.64,196.81,Above Avg,Decreased
2011-Q4,Small Red Retrospot Windmill,118.35,749.64,-631.29,Below Avg,Decreased
2010-Q4,Small Regal Silver Candlepot,94.41,171.61,-77.2,Below Avg,First quarter
2011-Q1,Small Regal Silver Candlepot,23.49,171.61,-148.12,Below Avg,Decreased
2011-Q2,Small Regal Silver Candlepot,76.59,171.61,-95.02,Below Avg,Increased
2011-Q3,Small Regal Silver Candlepot,533.74,171.61,362.13,Above Avg,Increased
2011-Q4,Small Regal Silver Candlepot,129.8,171.61,-41.81,Below Avg,Decreased
2010-Q4,Small Round Cut Glass Candlestick,61.02,152.08,-91.06,Below Avg,First quarter
2011-Q1,Small Round Cut Glass Candlestick,129.33,152.08,-22.75,Below Avg,Increased
2011-Q2,Small Round Cut Glass Candlestick,148.74,152.08,-3.34,Below Avg,Increased
2011-Q3,Small Round Cut Glass Candlestick,86.4,152.08,-65.68,Below Avg,Decreased
2011-Q4,Small Round Cut Glass Candlestick,334.9,152.08,182.82,Above Avg,Increased
2010-Q4,Small Silver Flower Candle Pot,35.4,171.54,-136.14,Below Avg,First quarter
2011-Q1,Small Silver Flower Candle Pot,197.32,171.54,25.78,Above Avg,Increased
2011-Q2,Small Silver Flower Candle Pot,123.9,171.54,-47.64,Below Avg,Decreased
2011-Q3,Small Silver Flower Candle Pot,147.39,171.54,-24.15,Below Avg,Increased
2011-Q4,Small Silver Flower Candle Pot,353.67,171.54,182.13,Above Avg,Increased
2010-Q4,Small Silver Trellis Candlepot,82.62,127.4,-44.78,Below Avg,First quarter
2011-Q1,Small Silver Trellis Candlepot,165.09,127.4,37.69,Above Avg,Increased
2011-Q2,Small Silver Trellis Candlepot,194.7,127.4,67.3,Above Avg,Increased
2011-Q3,Small Silver Trellis Candlepot,182.79,127.4,55.39,Above Avg,Decreased
2011-Q4,Small Silver Trellis Candlepot,11.8,127.4,-115.6,Below Avg,Decreased
2011-Q1,Small Single Flame Candle Holder,2.1,5.78,-3.68,Below Avg,First quarter
2011-Q4,Small Single Flame Candle Holder,9.45,5.78,3.68,Above Avg,Increased
2010-Q4,Small Skull Windmill,1.25,126.12,-124.87,Below Avg,First quarter
2011-Q1,Small Skull Windmill,153.31,126.12,27.19,Above Avg,Increased
2011-Q2,Small Skull Windmill,334.2,126.12,208.08,Above Avg,Increased
2011-Q3,Small Skull Windmill,108.22,126.12,-17.9,Below Avg,Decreased
2011-Q4,Small Skull Windmill,33.63,126.12,-92.49,Below Avg,Decreased
2010-Q4,Small Square Cut Glass Candlestick,95.13,216.36,-121.23,Below Avg,First quarter
2011-Q1,Small Square Cut Glass Candlestick,420.26,216.36,203.9,Above Avg,Increased
2011-Q2,Small Square Cut Glass Candlestick,99.48,216.36,-116.88,Below Avg,Decreased
2011-Q3,Small Square Cut Glass Candlestick,238.26,216.36,21.9,Above Avg,Increased
2011-Q4,Small Square Cut Glass Candlestick,228.66,216.36,12.3,Above Avg,Decreased
2010-Q4,Small Stripes Chocolate Gift Bag,37.4,118.9,-81.5,Below Avg,First quarter
2011-Q1,Small Stripes Chocolate Gift Bag,274.59,118.9,155.69,Above Avg,Increased
2011-Q2,Small Stripes Chocolate Gift Bag,45.05,118.9,-73.85,Below Avg,Decreased
2011-Q3,Small Stripes Chocolate Gift Bag,164.83,118.9,45.93,Above Avg,Increased
2011-Q4,Small Stripes Chocolate Gift Bag,72.64,118.9,-46.26,Below Avg,Decreased
2010-Q4,Small Tall Camphor Wood Toadstool,9.9,43.58,-33.68,Below Avg,First quarter
2011-Q1,Small Tall Camphor Wood Toadstool,57.81,43.58,14.23,Above Avg,Increased
2011-Q2,Small Tall Camphor Wood Toadstool,56.09,43.58,12.51,Above Avg,Decreased
2011-Q3,Small Tall Camphor Wood Toadstool,11.53,43.58,-32.05,Below Avg,Decreased
2011-Q4,Small Tall Camphor Wood Toadstool,82.56,43.58,38.98,Above Avg,Increased
2011-Q2,Small White Heart Of Wicker,544.94,2798,-2253.06,Below Avg,First quarter
2011-Q3,Small White Heart Of Wicker,3449.14,2798,651.14,Above Avg,Increased
2011-Q4,Small White Heart Of Wicker,4399.91,2798,1601.91,Above Avg,Increased
2010-Q4,Small White Retrospot Mug In Box,112.74,249.01,-136.27,Below Avg,First quarter
2011-Q1,Small White Retrospot Mug In Box,179.18,249.01,-69.83,Below Avg,Increased
2011-Q2,Small White Retrospot Mug In Box,134.96,249.01,-114.05,Below Avg,Decreased
2011-Q3,Small White Retrospot Mug In Box,208.21,249.01,-40.8,Below Avg,Increased
2011-Q4,Small White Retrospot Mug In Box,609.96,249.01,360.95,Above Avg,Increased
2010-Q4,Small Yellow Babushka Notebook,85.17,151.63,-66.46,Below Avg,First quarter
2011-Q1,Small Yellow Babushka Notebook,135.69,151.63,-15.94,Below Avg,Increased
2011-Q2,Small Yellow Babushka Notebook,148.32,151.63,-3.31,Below Avg,Increased
2011-Q3,Small Yellow Babushka Notebook,120.85,151.63,-30.78,Below Avg,Decreased
2011-Q4,Small Yellow Babushka Notebook,268.1,151.63,116.47,Above Avg,Increased
2011-Q2,Small Zinc Heart Wall Organiser,2218.68,1805.39,413.29,Above Avg,First quarter
2011-Q3,Small Zinc Heart Wall Organiser,3097.49,1805.39,1292.1,Above Avg,Increased
2011-Q4,Small Zinc Heart Wall Organiser,100.01,1805.39,-1705.38,Below Avg,Decreased
2011-Q2,Small Zinc/Glass Candleholder,30,26.31,3.69,Above Avg,First quarter
2011-Q3,Small Zinc/Glass Candleholder,13.41,26.31,-12.9,Below Avg,Decreased
2011-Q4,Small Zinc/Glass Candleholder,35.52,26.31,9.21,Above Avg,Increased
2010-Q4,Smallfolkart Bauble Christmas Dec,239.06,171.79,67.28,Above Avg,First quarter
2011-Q1,Smallfolkart Bauble Christmas Dec,104.51,171.79,-67.28,Below Avg,Decreased
2011-Q4,Snack Tray Happy Forest,234.92,234.92,0,Avg,First quarter
2011-Q4,Snack Tray I Love London,358.75,358.75,0,Avg,First quarter
2011-Q4,Snack Tray Paisley Park,367.35,367.35,0,Avg,First quarter
2011-Q4,Snack Tray Red Gingham,125.72,125.72,0,Avg,First quarter
2011-Q4,Snack Tray Red Vintage Doily,415.64,415.64,0,Avg,First quarter
2010-Q4,Snowflake Portable Table Light,141.64,389.41,-247.77,Below Avg,First quarter
2011-Q1,Snowflake Portable Table Light,29.28,389.41,-360.13,Below Avg,Decreased
2011-Q3,Snowflake Portable Table Light,188.1,389.41,-201.31,Below Avg,Increased
2011-Q4,Snowflake Portable Table Light,1198.63,389.41,809.22,Above Avg,Increased
2010-Q4,Snowstorm Photo Frame Fridge Magnet,61.04,95.59,-34.55,Below Avg,First quarter
2011-Q1,Snowstorm Photo Frame Fridge Magnet,68.78,95.59,-26.81,Below Avg,Increased
2011-Q2,Snowstorm Photo Frame Fridge Magnet,127.42,95.59,31.83,Above Avg,Increased
2011-Q3,Snowstorm Photo Frame Fridge Magnet,75.51,95.59,-20.08,Below Avg,Decreased
2011-Q4,Snowstorm Photo Frame Fridge Magnet,145.21,95.59,49.62,Above Avg,Increased
2010-Q4,Soap Dish Brocante,283.22,406.48,-123.26,Below Avg,First quarter
2011-Q1,Soap Dish Brocante,818.11,406.48,411.63,Above Avg,Increased
2011-Q2,Soap Dish Brocante,624.8,406.48,218.32,Above Avg,Decreased
2011-Q3,Soap Dish Brocante,176.67,406.48,-229.81,Below Avg,Decreased
2011-Q4,Soap Dish Brocante,129.58,406.48,-276.9,Below Avg,Decreased
2010-Q4,Soap Holder,35.45,63.46,-28.01,Below Avg,First quarter
2011-Q1,Soap Holder,50.43,63.46,-13.03,Below Avg,Increased
2011-Q2,Soap Holder,76.93,63.46,13.47,Above Avg,Increased
2011-Q3,Soap Holder,163.03,63.46,99.57,Above Avg,Increased
2011-Q4,Soap Holder,-8.54,63.46,-72,Below Avg,Decreased
2010-Q4,Soap Soap Holder,86.09,119.29,-33.2,Below Avg,First quarter
2011-Q1,Soap Soap Holder,277.82,119.29,158.54,Above Avg,Increased
2011-Q2,Soap Soap Holder,111.54,119.29,-7.75,Below Avg,Decreased
2011-Q3,Soap Soap Holder,1.69,119.29,-117.6,Below Avg,Decreased
2010-Q4,Sold As 1,245.04,504.99,-259.95,Below Avg,First quarter
2011-Q1,Sold As 1,709.56,504.99,204.57,Above Avg,Increased
2011-Q2,Sold As 1,708.96,504.99,203.97,Above Avg,Decreased
2011-Q3,Sold As 1,621.17,504.99,116.18,Above Avg,Decreased
2011-Q4,Sold As 1,240.24,504.99,-264.75,Below Avg,Decreased
2010-Q4,Sold As 1 On Dotcom,31.56,213.46,-181.9,Below Avg,First quarter
2011-Q1,Sold As 1 On Dotcom,167.73,213.46,-45.73,Below Avg,Increased
2011-Q2,Sold As 1 On Dotcom,444.83,213.46,231.37,Above Avg,Increased
2011-Q3,Sold As 1 On Dotcom,415.67,213.46,202.21,Above Avg,Decreased
2011-Q4,Sold As 1 On Dotcom,7.5,213.46,-205.96,Below Avg,Decreased
2010-Q4,Sold As Set/6 By Dotcom,1162.05,762.24,399.81,Above Avg,First quarter
2011-Q1,Sold As Set/6 By Dotcom,1261.62,762.24,499.38,Above Avg,Increased
2011-Q2,Sold As Set/6 By Dotcom,1341.49,762.24,579.25,Above Avg,Increased
2011-Q3,Sold As Set/6 By Dotcom,29.55,762.24,-732.69,Below Avg,Decreased
2011-Q4,Sold As Set/6 By Dotcom,16.5,762.24,-745.74,Below Avg,Decreased
2010-Q4,Soldiers Egg Cup,1324.93,2148.11,-823.18,Below Avg,First quarter
2011-Q1,Soldiers Egg Cup,2673.54,2148.11,525.43,Above Avg,Increased
2011-Q2,Soldiers Egg Cup,1323.64,2148.11,-824.47,Below Avg,Decreased
2011-Q3,Soldiers Egg Cup,2899.31,2148.11,751.2,Above Avg,Increased
2011-Q4,Soldiers Egg Cup,2519.11,2148.11,371,Above Avg,Decreased
2010-Q4,Sombrero,509.75,1143.37,-633.62,Below Avg,First quarter
2011-Q1,Sombrero,624.8,1143.37,-518.57,Below Avg,Increased
2011-Q2,Sombrero,2100.25,1143.37,956.88,Above Avg,Increased
2011-Q3,Sombrero,1644.3,1143.37,500.93,Above Avg,Decreased
2011-Q4,Sombrero,837.75,1143.37,-305.62,Below Avg,Decreased
2010-Q4,Space Cadet Black,31.71,15.35,16.36,Above Avg,First quarter
2011-Q1,Space Cadet Black,12.61,15.35,-2.74,Below Avg,Decreased
2011-Q2,Space Cadet Black,12.5,15.35,-2.85,Below Avg,Decreased
2011-Q3,Space Cadet Black,2.46,15.35,-12.89,Below Avg,Decreased
2011-Q4,Space Cadet Black,17.46,15.35,2.11,Above Avg,Increased
2010-Q4,Space Cadet Red,32.55,34.44,-1.89,Below Avg,First quarter
2011-Q1,Space Cadet Red,13.52,34.44,-20.92,Below Avg,Decreased
2011-Q2,Space Cadet Red,77.5,34.44,43.06,Above Avg,Increased
2011-Q3,Space Cadet Red,19.96,34.44,-14.48,Below Avg,Decreased
2011-Q4,Space Cadet Red,28.67,34.44,-5.77,Below Avg,Increased
2010-Q4,Space Cadet White,38.4,26.06,12.34,Above Avg,First quarter
2011-Q1,Space Cadet White,23.37,26.06,-2.69,Below Avg,Decreased
2011-Q2,Space Cadet White,29.96,26.06,3.9,Above Avg,Increased
2011-Q3,Space Cadet White,7.46,26.06,-18.6,Below Avg,Decreased
2011-Q4,Space Cadet White,31.09,26.06,5.03,Above Avg,Increased
2010-Q4,Space Frog,53,49.2,3.8,Above Avg,First quarter
2011-Q1,Space Frog,59.11,49.2,9.91,Above Avg,Increased
2011-Q2,Space Frog,66.12,49.2,16.92,Above Avg,Increased
2011-Q3,Space Frog,9.92,49.2,-39.28,Below Avg,Decreased
2011-Q4,Space Frog,57.87,49.2,8.67,Above Avg,Increased
2010-Q4,Space Owl,47.29,65.65,-18.36,Below Avg,First quarter
2011-Q1,Space Owl,89.55,65.65,23.9,Above Avg,Increased
2011-Q2,Space Owl,38.62,65.65,-27.03,Below Avg,Decreased
2011-Q3,Space Owl,22.42,65.65,-43.23,Below Avg,Decreased
2011-Q4,Space Owl,130.37,65.65,64.72,Above Avg,Increased
2011-Q1,Spaceboy Baby Gift Set,2244.84,1931.2,313.64,Above Avg,First quarter
2011-Q2,Spaceboy Baby Gift Set,2070.57,1931.2,139.37,Above Avg,Decreased
2011-Q3,Spaceboy Baby Gift Set,1440.57,1931.2,-490.63,Below Avg,Decreased
2011-Q4,Spaceboy Baby Gift Set,1968.82,1931.2,37.62,Above Avg,Increased
2011-Q3,Spaceboy Beaker,1902.02,1552.42,349.6,Above Avg,First quarter
2011-Q4,Spaceboy Beaker,1202.82,1552.42,-349.6,Below Avg,Decreased
2010-Q4,Spaceboy Birthday Card,162.37,677.51,-515.14,Below Avg,First quarter
2011-Q1,Spaceboy Birthday Card,936.4,677.51,258.89,Above Avg,Increased
2011-Q2,Spaceboy Birthday Card,736.91,677.51,59.4,Above Avg,Decreased
2011-Q3,Spaceboy Birthday Card,781.54,677.51,104.03,Above Avg,Increased
2011-Q4,Spaceboy Birthday Card,770.35,677.51,92.84,Above Avg,Decreased
2011-Q2,Spaceboy Childrens Bowl,314.83,972.62,-657.79,Below Avg,First quarter
2011-Q3,Spaceboy Childrens Bowl,1418.05,972.62,445.43,Above Avg,Increased
2011-Q4,Spaceboy Childrens Bowl,1184.97,972.62,212.35,Above Avg,Decreased
2011-Q2,Spaceboy Childrens Cup,335.23,902.36,-567.13,Below Avg,First quarter
2011-Q3,Spaceboy Childrens Cup,1431.61,902.36,529.25,Above Avg,Increased
2011-Q4,Spaceboy Childrens Cup,940.24,902.36,37.88,Above Avg,Decreased
2010-Q4,Spaceboy Childrens Egg Cup,187.64,330.68,-143.04,Below Avg,First quarter
2011-Q1,Spaceboy Childrens Egg Cup,597.86,330.68,267.18,Above Avg,Increased
2011-Q2,Spaceboy Childrens Egg Cup,384.68,330.68,54,Above Avg,Decreased
2011-Q3,Spaceboy Childrens Egg Cup,202.1,330.68,-128.58,Below Avg,Decreased
2011-Q4,Spaceboy Childrens Egg Cup,281.1,330.68,-49.58,Below Avg,Increased
2010-Q4,Spaceboy Gift Wrap,73.5,530.47,-456.97,Below Avg,First quarter
2011-Q1,Spaceboy Gift Wrap,582.5,530.47,52.03,Above Avg,Increased
2011-Q2,Spaceboy Gift Wrap,557.34,530.47,26.87,Above Avg,Decreased
2011-Q3,Spaceboy Gift Wrap,603.5,530.47,73.03,Above Avg,Increased
2011-Q4,Spaceboy Gift Wrap,835.5,530.47,305.03,Above Avg,Increased
2010-Q4,Spaceboy Lunch Box,1671.75,5139.3,-3467.55,Below Avg,First quarter
2011-Q1,Spaceboy Lunch Box,7837.5,5139.3,2698.2,Above Avg,Increased
2011-Q2,Spaceboy Lunch Box,5038.09,5139.3,-101.21,Below Avg,Decreased
2011-Q3,Spaceboy Lunch Box,6019.8,5139.3,880.5,Above Avg,Increased
2011-Q4,Spaceboy Lunch Box,5129.38,5139.3,-9.92,Below Avg,Decreased
2011-Q3,Spaceboy Mini Rucksack,1191.78,2396.5,-1204.72,Below Avg,First quarter
2011-Q4,Spaceboy Mini Rucksack,3601.21,2396.5,1204.72,Above Avg,Increased
2011-Q3,Spaceboy Rocket Lolly Makers,442.15,718.8,-276.65,Below Avg,First quarter
2011-Q4,Spaceboy Rocket Lolly Makers,995.44,718.8,276.65,Above Avg,Increased
2010-Q4,Spaceboy Tv Dinner Tray,180.8,300.05,-119.25,Below Avg,First quarter
